title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
싱크홀,드라마,한국,113분,2021 .08.11 개봉,김지훈,"차승원(정만수), 김성균(박동원), 이광수(김승현)",12세 관람가,"서울 입성과 함께 내 집 마련의 꿈을 이룬 가장 ‘동원(김성균)’
 이사 첫날부터 프로 참견러 ‘만수’(차승원)와 사사건건 부딪힌다.
 
 ‘동원’은 자가취득을 기념하며 직장 동료들을 집들이에 초대하지만
 행복한 단꿈도 잠시, 순식간에 빌라 전체가 땅 속으로 떨어지고 만다.
 
 마주치기만 하면 투닥거리는 빌라 주민 ‘만수’와 ‘동원’
 ‘동원’의 집들이에 왔던 ‘김대리’(이광수)와 인턴사원 ‘은주’(김혜준)까지!
 지하 500m 싱크홀 속으로 떨어진 이들은 과연 무사히 빠져나갈 수 있을까?
 
 “한 500m 정도는 떨어진 것 같아”
 “우리… 나갈 수 있을까요?”",https://movie-phinf.pstatic.net/20210726_114/1627265960693kkM0B_JPEG/movie_image.jpg?type=m203_290_2
써니,드라마,일본,119분,2021 .05.26 개봉,오오네 히토시,"시노하라 료코, 히로세 스즈, 미우라 하루마",15세 관람가,"아무로 나미에가 여고생의 우상이었던 1990년대!
 지방에서 전학 온 ‘나미’를 유일하게 챙겨주던 ‘써니’의 멤버들.
 성인이 된 ‘나미’는 우연히 병원에서 ‘써니’의 리더였던 ‘세리카’와 재회하게 되고,
 불치병으로 딱 한 달의 시간만이 남아있다는 걸 알게 된다.
 그런 그녀의 마지막 소원은 바로 ‘써니’의 멤버들을 만나고 싶다는 것!
 ‘세리카’의 소원을 위해 멈춰있던 시간이 움직이기 시작한다.",https://movie-phinf.pstatic.net/20210524_171/1621832689800IcXwp_JPEG/movie_image.jpg?type=m203_290_2
썰,"코미디, 스릴러, 미스터리, 공포",한국,84분,2021 .06.03 개봉,황승재,"김강현(이빨), 찬희(정석), 김소라(세나)",청소년 관람불가,"일주일에 무려 200만원, 핵이득 꿀알바 VVIP 돌봄 서비스를
 시작하게 된 공시생 ‘정석’(강찬희)이 인적 드문 산골에 위치한 저택을 찾는다.
 
 역대급 말빨을 장착한 선임 알바생 ‘이빨’(김강현)은 만나자마자 쉴 새 없이 썰을 늘어놓고,
 그 와중에 일명 전설의 10초녀 ‘세나’(김소라)가 눈앞에 등장한다.
 믿기 힘든 썰의 스케일은 걷잡을 수 없이 커져만 가는데…
 
 단단히 도른자들의 B급 전쟁이 시작된다!",https://movie-phinf.pstatic.net/20210603_23/1622704695972mFTzK_JPEG/movie_image.jpg?type=m203_290_2
아-하: 테이크 온 미,"다큐멘터리, 뮤지컬",노르웨이,108분,2021 .09.22 개봉,"아슬레우 홀름, 토마스 롭삼","모튼 하켓(본인), 마그네 푸루홀멘(본인), 폴 왁타(본인)",12세 관람가,"메가 히트송 ‘Take On Me’의 주인공
 레전드 밴드 a-ha의 탄생과 성공 그리고 음악으로 연대하는
 이들의 무대 위, 무대 밖의 진짜 이야기
 
 전율의 이름 a-ha의 스크린 콘서트가 시작된다!",https://movie-phinf.pstatic.net/20210825_113/1629878374132ch5cF_JPEG/movie_image.jpg?type=m203_290_2
아담,드라마,모로코,101분,2021 .08.25 개봉,마리암 투자니,"루브나 아자발(아블라), 니스린 에라디(사미아), 두아이 벨카우다(와르다)",12세 관람가,"혼전 임신 사실을 숨겨야만 해서 고향은 떠난 여인 ‘사미아’는
 일자리와 숙박시설을 찾아 카사블랑카를 정처 없이 떠돌다가,
 남편과 사별 후 홀로 8살 딸 ‘와르다’를 키우며
 빵집을 운영하는 무뚝뚝한 여인 ‘아블라’를 만난다.
 
 처음에 ‘아블라’는 ‘사미아’를 냉정히 돌려보내지만,
 위험한 길가에서 밤을 지새우는 ‘사미아’가 신경 쓰여
 결국 자기 집에 며칠 간 머물며 함께 빵 만들기를 허락한다.
 시간이 지나면서 세 사람은 서로에 대한 마음을 점차 열며,
 생애 잊지 못할 치유의 경험을 하는데…",https://movie-phinf.pstatic.net/20210730_206/16276108659019m9Yv_JPEG/movie_image.jpg?type=m203_290_2
아들의 이름으로,"드라마, 스릴러",한국,90분,2021 .05.12 개봉,이정국,"안성기, 윤유선, 박근형",12세 관람가,"1980년 5월의 광주를 잊지 못하고
 괴로움 속에서 살아가던 ‘오채근’(안성기)은
 소중한 아들과의 약속을 지키기 위해
 반성 없이 호의호식하며 살아가는 이들에게 복수를 하기로 마음먹는다.
 광주 출신의 ‘진희’(윤유선)를 만나며 더욱 결심을 굳히게 된 그는
 당시의 책임자 중 한 사람이었던 ‘박기준’(박근형)에게 접근하는데…",https://movie-phinf.pstatic.net/20210423_52/1619163659566SWe1o_JPEG/movie_image.jpg?type=m203_290_2
아리아 : 더 크레푸스콜로,"애니메이션, 판타지",일본,60분,2021 .09.08 개봉,사토 준이치,"하즈키 에리노(아카리), 히로하시 료(아리스), 사이토 치와(아이카)",전체 관람가,"네오 베네치아 거리가 낙엽으로 물드는 가을.
 아테나는 후배 아리스가 자신과의 만남을 피하고 있다는 느낌을 받고 고민에 빠져 있다.
 이에 오렌지 플래닛의 아냐를 중심으로 아리아 컴퍼니와 히메야 지점의 운디네들은
 아테나와 아리스, 두 사람의 만남을 성사시킬 수 있는 방법을 찾기로 하는데...",https://movie-phinf.pstatic.net/20210818_76/1629262474994WmjKU_JPEG/movie_image.jpg?type=m203_290_2
아리아 : 디 아베니레,"애니메이션, 드라마, 판타지",일본,60분,2021 .09.08 개봉,사토 준이치,"하즈키 에리노(아카리), 히로하시 료(아리스), 사이토 치와(아이카)",전체 관람가,"capitolo1 운하를 지나던 중 아이카, 아리스와 기적처럼 짧은 순간 마주치게 된 아카리.
 과거 아리시아의 생일에도 벌어졌던 기적에 대해 떠올린다.
 
 capitolo2 곤돌라 연습 중 캐트시의 그림자를 목격한 아이.
 기적같은 체험에 잔뜩 신난 아이에게 아카리는 캐트시와 만났던 이야기를 들려준다.
 
 capitolo3 함께 프리마 운디네가 되길 꿈꾸는 아이, 아즈사, 아냐.
 세 사람은 선배들에게 감사한 마음을 담아 모두가 모이는 기적을 준비한다.",https://movie-phinf.pstatic.net/20210818_142/1629254705774rb1Bh_JPEG/movie_image.jpg?type=m203_290_2
아메리칸 트레이터,"전쟁, 드라마",미국,108분,2021 .08 개봉,마이클 폴리쉬,"알 파치노, 토마스 크레취만, 미도우 윌리암스",15세 관람가,"제2차 세계 대전이 끝난 직후,
 미국 정부는 평범한 여성을 반역죄 혐의 8건으로 긴급 체포한다.
 그녀의 이름은 밀드레드 길라스 a.k.a '액세스 샐리'.
 밀드레드는 독일 나치 선전부 장관 '괴벨스'(토마스 크레취만)의 지휘 아래,
 미군의 사기를 떨어트리는 선전 방송을 진행해 미국 국민들의 증오를 한 몸에 받는다.
 그녀의 반역죄 유무를 결정하는 재판에 온 국민의 관심이 쏟아지고,
 유명 변호사인 '제임스 라플린'(알 파치노)이 밀드레드의 변호를 맡게 되면서 새로운 국면을 맞이하는데...",https://movie-phinf.pstatic.net/20210714_100/16262493905488HqJi_JPEG/movie_image.jpg?type=m203_290_2
아메리칸 히트맨,액션,캐나다,82분,2021 .07.29 개봉,커크 카우에트,"커크 카우에트, 앤드리아 스테판시코바, 마이클 콥사",청소년 관람불가,피눈물 없는 암살자 딘. 죄책감도 망설임도 없이 피로 얼룩진 그에게 콜걸인 벨벳이 다가온다. 처음 느끼는 감정에 힘들어 하는 딘에게 벨벳의 살인 명령이 떨어진다. 딘은 모든 것을 버리고 조직과 처절한 사투를 벌이게 된다.,https://movie-phinf.pstatic.net/20210512_28/1620794871507eUzut_JPEG/movie_image.jpg?type=m203_290_2
아무도 없는 곳,드라마,한국,83분,2021 .03.31 개봉,김종관,"연우진(창석), 김상호(성하), 아이유(미영)",15세 관람가,"어느 이른 봄,
 7년 만에 서울로 돌아온 소설가 ‘창석’이
 우연히 만나고 헤어진
 여기, 길 잃은 마음의 이야기",https://movie-phinf.pstatic.net/20210318_169/1616050035638vpyp7_JPEG/movie_image.jpg?type=m203_290_2
아버지의 길,드라마,프랑스,120분,2021 .09.30 개봉,슬로단 고르보비치,고란 보그단,12세 관람가,"세르비아의 작은 시골마을.
 부당해고를 당해 일용직으로 근근이 하루를 살아가고 있는 두 아이의 아버지 니콜라.
 가난과 배고픔을 견디다 못한 아내는 회사에 대한 분노로 극단적인 행동을 하게 되고,
 부패한 사회 복지과는 자신들의 이득만을 위해 두 아이들의 양육권을 부모에게서 빼앗아 버린다.
 가족을 지키기 위한 힘든 노력에도 불구하고 결국 아이들을 빼앗겨 버린 니콜라는
 그 누구도 믿을 수 없는 상황에서 가족을 지키기 위한 단 하나의 일념으로
 300km가 넘는 거리인 수도 베오그라드까지의 긴 여정을 결심한다.
 
 모든 불가능함에도 불구하고,
 자신의 아이들을 되찾을 권리와 정의를 위해
 아버지 니콜라는 걸음을 멈추지 않는다.",https://movie-phinf.pstatic.net/20210923_282/1632365410003HJsvI_JPEG/movie_image.jpg?type=m203_290_2
아수라도,"액션, 범죄",한국,90분,2021 .03.18 개봉,윤여창,"이설구(이태식), 장광(조평호), 이원종(이혜명)",청소년 관람불가,"어떠한 법도 상식도 통하지 않는
 극악무도한 범죄자들만 모인 죽음의 제3교도소.
 이들조차 쩔쩔매게 만든 전국구 보스 ‘이태식’이 입소하자
 새로운 권력의 시대가 열린다.
 
 머지않아 새로 부임한 교도소장 ‘조평호’는
 피도 눈물도 없는 악독함의 끝을 보여주며
 이태식과 비롯해 죄수들을 지독하게 옥죄기 시작하는데…
 
 세상의 모든 악이 모여있는 ‘아수라도’
 벼랑 끝에 몰린 진짜 악인들의 전쟁이 시작된다!",https://movie-phinf.pstatic.net/20210304_69/1614822106351dblaR_JPEG/movie_image.jpg?type=m203_290_2
아웃브레이크,스릴러,캐나다,119분,2021 .07.29 개봉,얀 라누엣 터전,"줄리 리브리턴(앤 마리), 귀욤 사이(로랑), 멜리사 디소르미스 폴린(클로이)",15세 관람가,"유례 없는 최악의 바이러스가 발생하고,
 팬데믹 사태로 전 세계가 혼란에 빠진다.
 이에, 감염병 전문의이자 보건 응급연구소 소장 ‘앤 마리’는
 바이러스 감염의 사슬을 끊어내기 위해 마지막 선택을 하게 되는데…",https://movie-phinf.pstatic.net/20210709_130/1625813857013oEV88_JPEG/movie_image.jpg?type=m203_290_2
아이,드라마,한국,113분,2021 .02.10 개봉,김현탁,"김향기(아영), 류현경(영채), 염혜란(미자)",15세 관람가,"누구보다 강한 생활력으로 하루하루 살아온 아동학과 졸업반의 보호종료아동 ‘아영’(김향기)
 돈이 필요했던 ‘아영’은 생후 6개월 된 아들 ‘혁’이를 홀로 키우는
 워킹맘이자 초보 엄마 ‘영채’(류현경)의 베이비시터가 된다.
 
 조금 부족하지만 어떻게든 자신의 힘으로 ‘혁’이를 키우고자 하는 ‘영채’는
 자신보다 더 ‘혁’이를 살뜰히 돌보는 ‘아영’의 모습에 어느새 안정을 되찾고
 평범한 삶을 꿈꾸기 시작한다.
 
 하지만 어느 날, ‘혁’이에게 사고가 난다.
 ‘영채’는 모든 책임을 ‘아영’의 탓으로 돌리고,
 다시 ‘혁’이와 둘만 남게 된 ‘영채’는 고단한 현실에 어쩔 수 없는 선택을 하게 된다.
 이를 알게 된 ‘아영’은 ‘혁’이를 다시 ‘영채’의 품에 돌려놓기 위해 애를 쓰는데...
 
 상처로 가득한 세상, 우리 같이 걸을 수 있을까?",https://movie-phinf.pstatic.net/20210210_291/1612940296044U0PKH_JPEG/movie_image.jpg?type=m203_290_2
아이 씨 유,"공포, 스릴러",미국,97분,2021 .03.11 개봉,아담 랜달,"헬렌 헌트(재키), 존 테니(그렉), 주다 루이스(코너)",15세 관람가,"열 살 소년 실종 사건이 발생한 어느 교외 도시,
 사건 담당 형사 그렉은 이 사건이 15년 전 일어났던
 아동 연쇄 살인 사건과 관련이 있음을 직감한다.
 
 한편, 불안 증세를 겪던 그렉의 아내 재키는
 주변 물건이 사라지는 등 이상한 일들이 벌어지자
 집 안에 누군가 숨어 있음을 눈치채게 되는데…",https://movie-phinf.pstatic.net/20210304_145/1614836377669TftlG_JPEG/movie_image.jpg?type=m203_290_2
아이 엠 우먼,"드라마, 멜로/로맨스",오스트레일리아,116분,2021 .01.14 개봉,문은주,"틸다 코브햄-허비, 다니엘 맥도널드, 에반 피터스",15세 관람가,"세계 3대 여성 가수 헬렌 레디!
 빌보드와 그래미를 접수한 시대의 디바이자 세대의 아이콘,
 용기있게 세상의 판을 바꾼 그녀가
 여자들에게 외치는 대담하고 아름다운 인생 무대가 펼쳐진다",https://movie-phinf.pstatic.net/20210104_65/1609747462042ROQ5d_JPEG/movie_image.jpg?type=m203_290_2
아이들은 즐겁다,드라마,한국,108분,2021 .05.05 개봉,이지원,"이경훈(다이), 박예찬(민호), 홍정민(유진)",전체 관람가,"신나는 만남, 함께 한 여행, 그리고 마지막 인사 “고마워”
 어딘가 아파서 병원에 있는 엄마와 항상 바쁜 아빠,
 조금은 외롭지만 새로 전학간 학교에서 만난 친구들 덕분에
 9살 다이는 즐겁다.
 
 어느 날, 엄마와의 이별이 조금씩 가까워지는 것을 느낀 다이,
 친구들과 함께 엄마를 만나기 위해 어른들 몰래 여행을 떠난다.
 9세 인생 최초! 전재산을 탈탈 털어 떠난 여행,
 그리고 엄마와의 만남 끝에 기다리고 있는 마지막 인사.
 
 2021 Zlin Film Festival International Competition of Feature Films in the Children’s Category",https://movie-phinf.pstatic.net/20210414_16/1618390578607BCgD2_JPEG/movie_image.jpg?type=m203_290_2
아이스 로드,스릴러,미국,110분,2021 .07.21 개봉,조나단 헨슬레이,"리암 니슨(마이크 맥캔), 로렌스 피시번(골든로드)",12세 관람가,"캐나다 매니토바주,
 다이아몬드 광산 폭발 사고로 갱도에 매립된 26명의 광부들.
 
 이들을 구출할 유일한 방법은 제한시간 내
 해빙에 접어든 아이스 로드를 횡단해 구조용 파이프를 운반하는 것뿐.
 
 영하 50도에 달하는 극한의 추위와 눈 폭풍이 도사린 ‘하얀 지옥’ 위니펙 호수 위
 불가능한 미션의 수행자로 선택된 전문 트러커 ‘마이크’는
 대형 트레일러 3대와 구조팀을 이끌고
 예측불가 위험들이 도사리고 있는 아이스 로드를 달리기 시작하는데…
 
 주어진 시간은 단 30시간,
 반드시 구해야 한다!",https://movie-phinf.pstatic.net/20210827_288/16300526084230huEH_JPEG/movie_image.jpg?type=m203_290_2
아이카,드라마,러시아 연방,114분,2021 .03.25 개봉,세르게이 드보르체보이,사말 예슬라모바,12세 관람가,"더 나은 삶을 꿈꾸며 모스크바로 온 20 대 이주여성 아이카.
 어렵게 얻은 일자리를 지키기 위해 아기를 낳고 첫 젖을 물리기도 전에 병원에서 도망친다.
 아픈 몸을 이끌고 일터로 복귀하지만 월급은 떼이고 다시 새로운 일을 구해야 한다.
 일을 찾아 헤매는 거리에 무겁게 쌓인 눈처럼 고단한 매일이 그녀를 짓누른다.",https://movie-phinf.pstatic.net/20210311_223/1615453972813YJ5GV_JPEG/movie_image.jpg?type=m203_290_2
